cql://better_reads/book_by_id?start=407201165732386869&end=555031150566428969;1;3978;1:3978;
cql://better_reads/book_by_id?start=4110667064507058466&end=4245547565649211089;1;3583;1:3583;
cql://better_reads/book_by_id?start=4245547565649211089&end=4380428066791363713;1;3742;1:3742;
cql://better_reads/book_by_id?start=4380428066791363713&end=4415605238503895754;1;995;1:995;
cql://better_reads/book_by_id?start=4415605238503895754&end=4568021335061599945;1;4090;1:4090;
cql://better_reads/book_by_id?start=4568021335061599945&end=4720437431619304137;1;4138;1:4138;
cql://better_reads/book_by_id?start=4720437431619304137&end=4872853528177008329;1;4057;1:4057;
cql://better_reads/book_by_id?start=4872853528177008329&end=5025269624734712521;1;4053;1:4053;
cql://better_reads/book_by_id?start=5025269624734712521&end=5177685721292416713;1;4189;1:4189;
cql://better_reads/book_by_id?start=5177685721292416713&end=5330101817850120905;1;4121;1:4121;
cql://better_reads/book_by_id?start=5330101817850120905&end=5482517914407825097;1;4067;1:4067;
cql://better_reads/book_by_id?start=5482517914407825097&end=5647596531616855919;1;4319;1:4319;
cql://better_reads/book_by_id?start=555031150566428969&end=702861135400471069;1;4088;1:4088;
cql://better_reads/book_by_id?start=5647596531616855919&end=5812675148825886742;1;4587;1:4587;
cql://better_reads/book_by_id?start=5812675148825886742&end=5977753766034917565;1;4544;1:4544;
cql://better_reads/book_by_id?start=5977753766034917565&end=6120216631776188079;1;3908;1:3908;
cql://better_reads/book_by_id?start=6120216631776188079&end=6262679497517458593;1;3896;1:3896;
cql://better_reads/book_by_id?start=6262679497517458593&end=6405142363258729107;1;3837;1:3837;
cql://better_reads/book_by_id?start=6405142363258729107&end=6547605228999999621;1;3933;1:3933;
cql://better_reads/book_by_id?start=6547605228999999621&end=6690068094741270136;1;3792;1:3792;
cql://better_reads/book_by_id?start=6690068094741270136&end=6832530960482540650;1;3920;1:3920;
cql://better_reads/book_by_id?start=6832530960482540650&end=6974993826223811164;1;3775;1:3775;
cql://better_reads/book_by_id?start=6974993826223811164&end=7117456691965081678;1;3828;1:3828;
cql://better_reads/book_by_id?start=702861135400471069&end=850691120234513170;1;4038;1:4038;
cql://better_reads/book_by_id?start=7117456691965081678&end=7259919557706352193;1;3883;1:3883;
cql://better_reads/book_by_id?start=7259919557706352193&end=7402382423447622707;1;3782;1:3782;
cql://better_reads/book_by_id?start=7402382423447622707&end=7544845289188893221;1;3843;1:3843;
cql://better_reads/book_by_id?start=7544845289188893221&end=7687308154930163735;1;3909;1:3909;
cql://better_reads/book_by_id?start=7687308154930163735&end=7829771020671434250;1;3848;1:3848;
cql://better_reads/book_by_id?start=7829771020671434250&end=7935448065836468145;1;2866;1:2866;
cql://better_reads/book_by_id?start=7935448065836468145&end=8099446898096370006;1;4361;1:4361;
cql://better_reads/book_by_id?start=8099446898096370006&end=8263445730356271868;1;4407;1:4407;
cql://better_reads/book_by_id?start=8263445730356271868&end=8427444562616173730;1;4477;1:4477;
cql://better_reads/book_by_id?start=8427444562616173730&end=8575491266786234403;1;3978;1:3978;
cql://better_reads/book_by_id?start=850691120234513170&end=998521105068555270;1;3989;1:3989;
cql://better_reads/book_by_id?start=8575491266786234403&end=8723537970956295077;1;4026;1:4026;
cql://better_reads/book_by_id?start=8723537970956295077&end=8871584675126355751;1;4002;1:4002;
cql://better_reads/book_by_id?start=8871584675126355751&end=9019631379296416425;1;4006;1:4006;
cql://better_reads/book_by_id?start=9019631379296416425&end=9167678083466477099;1;4089;1:4089;
cql://better_reads/book_by_id?start=9167678083466477099&end=-9223372036854775808;1;1457;1:1457;
cql://better_reads/book_by_id?start=998521105068555270&end=1146351089902597370;1;3937;1:3937;
